prompt_id,category,dag_node,source,human_score,caption_en,caption_translated,back_translated,cc_score,status,language
GB039,Attribute,node3_attribute,GenAI-Bench,4.7222,A serene stream winding through a lush meadow at sunrise.,مجرى مائي هادئ يمر عبر مرج خصب عند شروق الشمس.,A tranquil stream runs through a lush meadow at sunrise.,0.9785,PASS,ar
GB040,Attribute,node3_attribute,GenAI-Bench,2.7222,"Tea steams in a cup, next to a closed diary with a pen resting on its cover.",يتبخّر الشاي في فنجان، وبجواره مفكرة مغلقة مع قلم يرتكز على غلافها.,"Tea steams in a cup, and next to it is a closed notebook with a pen resting on its cover.",0.9805,PASS,ar
GB041,Attribute,node3_attribute,GenAI-Bench,1.7222,"A mystical forest clearing, illuminated by 'Moonlit Path' glowing runes hovering above the ground, guiding wanderers at night.","مساحة غابة غامضة مضاءة بـ ""مسار القمر"" الذي يضيء بأحرف رونية متوهجة تحوم فوق الأرض لترشد المتجولين ليلاً.",A mysterious forest space illuminated by a 'moon path' lit by glowing runes that hover above the ground to guide nighttime wanderers.,0.9814,PASS,ar
GB042,Attribute,node3_attribute,GenAI-Bench,4.8889,"A bustling shopping mall, alive with shoppers and bright store displays.",مركز تسوق صاخب، يعج بالمتسوقين وعروض المتاجر الزاهية.,"A bustling shopping centre, bustling with shoppers and colourful store displays.",0.9692,PASS,ar
GB043,Attribute,node3_attribute,GenAI-Bench,3.1667,A cat in jeans and a t-shirt lounging on a sunny window sill.,قطة ترتدي بنطلون جينز وقميصاً وترتدي قميصاً مستلقية على عتبة نافذة مشمسة.,A cat wearing jeans and a t-shirt lying on a sunny window sill.,0.9793,PASS,ar
GB044,Attribute,node3_attribute,GenAI-Bench,2.4444,An antique door knocker with 'Fortune Favors the Bold' inscribed around it.,"مطرقة باب عتيقة منقوش عليها عبارة ""الحظ يحابي الشجعان"".","An antique door knocker engraved with the words ""Luck favours the brave"".",0.9388,PASS,ar
GB045,Attribute,node3_attribute,GenAI-Bench,4.5556,an SUV navigating through a rugged mountain trail.,سيارة دفع رباعي تتنقل عبر ممر جبلي وعر.,A four-wheel drive vehicle travelling through a rugged mountain pass.,0.9493,PASS,ar
GB046,Attribute,node3_attribute,GenAI-Bench,3.6111,the Eiffel Tower adorned with colorful flowers in spring.,برج إيفل المزين بالزهور الملونة في الربيع.,The Eiffel Tower decorated with colourful flowers in spring.,0.9876,PASS,ar
GB047,Attribute,node3_attribute,GenAI-Bench,4.4444,Three white seagulls flying over a blue lake.,ثلاثة طيور نورس بيضاء تحلق فوق بحيرة زرقاء.,Three white seagulls flying over a blue lake.,1.0,PASS,ar
GB048,Attribute,node3_attribute,GenAI-Bench,2.1667,"There are several sleek laptops on a table, all of which are closed",هناك العديد من أجهزة الكمبيوتر المحمولة الأنيقة على طاولة، وكلها مغلقة,"There are several sleek laptops on a table, all closed",0.9979,PASS,ar
GB049,Attribute,node3_attribute,GenAI-Bench,2.1667,A cherry blossom tree gracefully dancing in a kimono during a spring festival under moonlight.,شجرة أزهار الكرز ترقص برشاقة في ثوب كيمونو خلال مهرجان الربيع تحت ضوء القمر.,A cherry blossom tree dances gracefully in a kimono during the Spring Festival under the moonlight.,0.9918,PASS,ar
GB050,Attribute,node3_attribute,GenAI-Bench,2.3333,Five relaxed students but one overwhelmed teacher.,خمسة طلاب مرتاحون ومعلم واحد مرتبك.,Five relieved students and one confused teacher.,0.9647,PASS,ar
