brief_id,language,extracted_objects_json,extracted_colours_json,extracted_spatial_json,extracted_text_json,extraction_error
MB052,es,"[""jar"", ""slice of bread""]","{""jar"": ""brown"", ""slice of bread"": ""white""}","[""jar above slice of bread""]","[""BRISK""]",
MB053,es,"[""bottle"", ""ginger root""]","{""bottle"": ""brown"", ""ginger root"": ""yellow""}","[""bottle right of ginger root""]","[""COVE""]",
MB054,es,"[""bottle"", ""bundle of mint twigs""]","{""bottle"": ""blue"", ""bundle of mint twigs"": ""green""}","[""bottle above bundle of mint twigs""]","[""DRIP""]",
MB055,es,"[""can"", ""whisk""]","{""can"": ""green"", ""whisk"": ""brown""}","[""can right of whisk""]","[""ELIXIR""]",
MB056,es,"[""cart\u00f3n de leche de avena"", ""cuenco de cer\u00e1mica"", ""mesa de madera""]","{""cart\u00f3n de leche de avena"": ""blanco"", ""cuenco de cer\u00e1mica"": ""marr\u00f3n"", ""mesa de madera"": ""madera""}","[""cart\u00f3n de leche de avena right of cuenco de cer\u00e1mica""]","[""FERN""]",
MB057,es,"[""can"", ""coconut""]","{""can"": ""white"", ""coconut"": ""brown""}","[""can right of coconut""]","[""GUSTO""]",
MB058,es,"[""bottle"", ""root""]","{""bottle"": ""yellow"", ""root"": ""orange""}","[""bottle above root""]","[""HERBA""]",
MB059,es,"[""bottle"", ""bunch of grapes""]","{""bottle"": ""purple"", ""bunch of grapes"": ""green""}","[""bottle right of bunch of grapes""]","[""INFUSE""]",
MB060,es,"[""bottle"", ""carrot""]","{""bottle"": ""green"", ""carrot"": ""orange""}","[""bottle below carrot""]","[""JUVO""]",
MB061,es,"[""sneaker"", ""box""]","{""sneaker"": ""white"", ""box"": ""red""}","[""sneaker above of box""]","[""MODE""]",
MB062,es,"[""jacket"", ""hanger""]","{""jacket"": ""black"", ""hanger"": ""brown""}","[""jacket in front of wall""]","[""LUXE""]",
MB063,es,"[""handbag"", ""sunglasses""]","{""handbag"": ""tan"", ""sunglasses"": ""black""}","[""handbag left of sunglasses""]","[""FORM""]",
MB064,es,"[""wristwatch"", ""leather case""]","{""wristwatch"": ""gold"", ""leather case"": ""black""}","[""wristwatch above leather case""]","[""GRACE""]",
MB065,es,"[""sunglasses"", ""case""]","{""sunglasses"": ""brown"", ""case"": ""black""}","[""sunglasses above case""]","[""HAVEN""]",
MB066,es,"[""sneaker"", ""sock""]","{""sneaker"": ""blue"", ""sock"": ""white""}","[""sneaker left of sock""]","[""INKE""]",
MB067,es,"[""jacket"", ""bag""]","{""jacket"": ""blue"", ""bag"": ""white""}","[""jacket above of bag""]","[""JOIE""]",
MB068,es,"[""tote bag"", ""silk scarf""]","{""tote bag"": ""brown"", ""silk scarf"": ""red""}","[""tote bag left of silk scarf""]","[""KEEN""]",
MB069,es,"[""sneaker"", ""skateboard""]","{""sneaker"": ""white"", ""skateboard"": ""red""}","[""sneaker on top of skateboard"", ""skateboard on top of concrete surface""]","[""LACE""]",
MB070,es,"[""sports bra"", ""yoga mat""]","{""sports bra"": ""pink"", ""yoga mat"": ""purple""}","[""sports bra above yoga mat""]","[""MAUVE""]",
MB071,es,"[""cap"", ""t-shirt""]","{""cap"": ""black"", ""t-shirt"": ""white""}","[""cap above t-shirt""]","[""NOIR""]",
MB072,es,"[""chelsea boot"", ""leather belt""]","{""chelsea boot"": ""black"", ""leather belt"": ""brown""}","[""chelsea boot left of leather belt""]","[""ONYX""]",
MB073,es,"[""raincoat"", ""umbrella""]","{""raincoat"": ""yellow"", ""umbrella"": ""black""}","[""raincoat above umbrella""]","[""POISE""]",
MB074,es,"[""jersey"", ""bufanda""]","{""jersey"": ""grey"", ""bufanda"": ""white""}","[""jersey above bufanda""]","[""RIVE""]",
MB075,es,"[""swimsuit"", ""sunscreen bottle""]","{""swimsuit"": ""orange"", ""sunscreen bottle"": ""white""}","[""swimsuit left of sunscreen bottle""]","[""SILK""]",
MB076,es,"[""backpack"", ""water bottle""]","{""backpack"": ""navy blue"", ""water bottle"": ""silver""}","[""backpack left of water bottle""]","[""TONE""]",
MB077,es,"[""hoodie"", ""sweatpants""]","{""hoodie"": ""gray"", ""sweatpants"": ""black""}","[""hoodie above sweatpants""]","[""ULAN""]",
MB078,es,"[""shoe"", ""briefcase""]","{""shoe"": ""brown"", ""briefcase"": ""cinnamon""}","[""shoe left of briefcase""]","[""VIBE""]",
MB079,es,"[""jacket"", ""gloves""]","{""jacket"": ""red"", ""gloves"": ""black""}","[""jacket below gloves""]","[""WOVEN""]",
MB080,es,"[""shorts"", ""running shoes""]","{""shorts"": ""black"", ""running shoes"": ""white""}","[""shorts below running shoes""]","[""XARA""]",
MB081,es,"[""tote bag"", ""paperback book""]","{""tote bag"": ""beige"", ""paperback book"": ""white""}","[""tote bag left of paperback book""]","[""YARN""]",
MB082,es,"[""trench coat"", ""umbrella""]","{""trench coat"": ""beige"", ""umbrella"": ""black""}","[""trench coat below umbrella""]","[""ZOLA""]",
MB083,es,"[""culote"", ""casco""]","{""culote"": ""black"", ""casco"": ""white""}","[""culote right of casco""]","[""AEON""]",
MB084,es,"[""wallet"", ""coin""]","{""wallet"": ""black"", ""coin"": ""silver""}","[""wallet below of coin""]","[""BRIM""]",
MB085,es,"[""hat"", ""jacket""]","{""hat"": ""gray"", ""jacket"": ""navy blue""}","[""hat below of jacket""]","[""CORD""]",
MB086,es,"[""shoe"", ""handbag""]","{""shoe"": ""black"", ""handbag"": ""red""}","[""shoe right of handbag""]","[""DUSK""]",
MB087,es,"[""cargo pants"", ""leather boots""]","{""cargo pants"": ""green"", ""leather boots"": ""brown""}","[""cargo pants below leather boots""]","[""ZYLO""]",
MB088,es,"[""tie"", ""shirt""]","{""tie"": ""navy blue"", ""shirt"": ""white""}","[""tie below shirt""]","[""FINN""]",
MB089,es,"[""legging"", ""sneaker""]","{""legging"": ""purple"", ""sneaker"": ""white""}","[""legging right of sneaker""]","[""GILD""]",
MB090,es,"[""sandal"", ""hat""]","{""sandal"": ""tawny"", ""hat"": ""white""}","[""sandal right of hat""]","[""HAZE""]",
MB091,es,"[""car"", ""racing helmet""]","{""car"": ""red"", ""racing helmet"": ""white""}","[""car left of racing helmet""]","[""TORQ""]",
MB092,es,"[""car"", ""charging cable""]","{""car"": ""white"", ""charging cable"": ""green""}","[""charging cable left of car""]","[""RUSH""]",
MB093,es,"[""suv"", ""baca""]","{""suv"": ""black"", ""baca"": ""silver""}","[""baca above of suv""]","[""FORGE""]",
MB094,es,"[""motorcycle"", ""full-face helmet""]","{""motorcycle"": ""black"", ""full-face helmet"": ""white""}","[""motorcycle left of full-face helmet""]","[""HELIX""]",
MB095,es,"[""car"", ""tire""]","{""car"": ""blue"", ""tire"": ""black""}","[""tire below of car""]","[""JOLT""]",
MB096,es,"[""truck"", ""toolbox""]","{""truck"": ""orange"", ""toolbox"": ""black""}","[""truck left of toolbox""]","[""KINETIC""]",
MB097,es,"[""scooter"", ""helmet""]","{""scooter"": ""white"", ""helmet"": ""black""}","[""scooter left of helmet""]","[""LAUNCH""]",
MB098,es,"[""car"", ""parking sign""]","{""car"": ""silver"", ""parking sign"": ""white""}","[""car left of parking sign""]","[""MOTION""]",
MB099,es,"[""convertible"", ""car key""]","{""convertible"": ""yellow"", ""car key"": ""silver""}","[""convertible above car key""]","[""PULSE""]",
MB100,es,"[""car"", ""solar panel""]","{""car"": ""green"", ""solar panel"": ""navy blue""}","[""car left of solar panel""]","[""QUEST""]",
MB101,es,"[""car"", ""flag""]","{""car"": ""red"", ""flag"": ""black and white""}","[""car left of flag""]","[""RACER""]",
MB102,es,"[""motorcycle"", ""gloves""]","{""motorcycle"": ""silver"", ""gloves"": ""black""}","[""motorcycle above of gloves""]","[""SPEED""]",
MB103,es,"[""tourism"", ""child seat""]","{""tourism"": ""white"", ""child seat"": ""black""}","[""child seat right of tourism""]","[""THRUST""]",
MB104,es,"[""todoterreno"", ""rueda de repuesto""]","{""todoterreno"": ""marr\u00f3n"", ""rueda de repuesto"": ""negra""}","[""todoterreno left of rueda de repuesto""]","[""VEER""]",
MB105,es,"[""sedan"", ""keychain""]","{""sedan"": ""black"", ""keychain"": ""gold""}","[""sedan above keychain""]","[""WARP""]",
MB106,es,"[""bicycle"", ""charging cable""]","{""bicycle"": ""white"", ""charging cable"": ""black""}","[""bicycle left of charging cable""]","[""XCEL""]",
MB107,es,"[""car"", ""trophy""]","{""car"": ""red"", ""trophy"": ""gold""}","[""car left of trophy""]","[""YOKE""]",
MB108,es,"[""van"", ""cardboard box""]","{""van"": ""white"", ""cardboard box"": ""brown""}","[""van left of cardboard box""]",[],
MB109,es,"[""motorhome"", ""tent""]","{""motorhome"": ""beige"", ""tent"": ""green""}","[""motorhome left of tent""]","[""ALPHA""]",
MB110,es,"[""car"", ""gas pump""]","{""car"": ""blue"", ""gas pump"": ""silver""}","[""car left of gas pump""]","[""BRAVO""]",
MB111,es,"[""car"", ""roof rack""]","{""car"": ""black"", ""roof rack"": ""silver""}",[],"[""TORVEX""]",
MB112,es,"[""police car"", ""siren light""]","{""police car"": ""white"", ""siren light"": ""red""}","[""siren light above police car""]","[""DELTA""]",
MB113,es,"[""school bus"", ""stop sign""]","{""school bus"": ""yellow"", ""stop sign"": ""red""}","[""school bus right of stop sign""]","[""EAGLE""]",
MB114,es,"[""fire truck"", ""fire hose""]","{""fire truck"": ""red"", ""fire hose"": ""yellow""}","[""fire truck right of fire hose""]","[""FOXTROT""]",
MB115,es,"[""limousine"", ""carpet""]","{""limousine"": ""black"", ""carpet"": ""red""}","[""limousine on top of carpet""]","[""GRAND""]",
MB116,es,"[""vehicle"", ""snow chains""]","{""vehicle"": ""gray"", ""snow chains"": ""silver""}","[""vehicle right of snow chains""]","[""HOUND""]",
MB117,es,"[""motorcycle"", ""leather saddlebag""]","{""motorcycle"": ""black"", ""leather saddlebag"": ""brown""}","[""motorcycle above leather saddlebag""]","[""IRON""]",
MB118,es,"[""todoterreno"", ""antena""]","{""todoterreno"": ""verde"", ""antena"": ""negra""}","[""antena right of todoterreno""]","[""VANTIS""]",
MB119,es,"[""microcoche"", ""mapa urbano""]","{""microcoche"": ""rojo"", ""mapa urbano"": ""blanco""}","[""microcoche right of mapa urbano""]","[""KILO""]",
MB120,es,"[""superbike"", ""cone""]","{""superbike"": ""orange"", ""cone"": ""black""}","[""superbike right of cone""]","[""LANCE""]",
MB121,es,"[""yoga mat"", ""water bottle""]","{""yoga mat"": ""purple"", ""water bottle"": ""silver""}","[""yoga mat left of water bottle""]","[""ZENITH""]",
MB122,es,"[""jar"", ""capsule""]","{""jar"": ""white"", ""capsule"": ""orange""}","[""capsule right of jar""]","[""REVIVE""]",
MB123,es,"[""gym bag"", ""towel""]","{""gym bag"": ""black"", ""towel"": ""white""}","[""gym bag left of towel""]","[""BOOST""]",
MB124,es,"[""jar""]","{""jar"": ""white""}","[""jar above of flowers""]","[""AURA""]",
MB125,es,"[""protein shaker"", ""dumbbell"", ""gym mat""]","{""protein shaker"": ""black"", ""dumbbell"": ""silver"", ""gym mat"": ""grey""}","[""protein shaker left of dumbbell""]","[""PEAK""]",
MB126,es,"[""cushion"", ""candle""]","{""cushion"": ""purple"", ""candle"": ""white""}","[""cushion left of candle""]","[""CALM""]",
MB127,es,"[""foam roller"", ""yoga mat""]","{""foam roller"": ""blue"", ""yoga mat"": ""purple""}","[""foam roller above of yoga mat""]","[""ALIGN""]",
MB128,es,"[""elastic band"", ""water bottle""]","{""elastic band"": ""red"", ""water bottle"": ""black""}","[""elastic band left of water bottle""]","[""TENZO""]",
MB129,es,"[""jar"", ""diffuser""]","{""jar"": ""brown"", ""diffuser"": ""white""}","[""jar left of diffuser""]","[""TERRA""]",
MB130,es,"[""sleep mask"", ""pillow"", ""bed""]","{""sleep mask"": ""black"", ""pillow"": ""white"", ""bed"": ""gray""}","[""sleep mask above pillow""]","[""REST""]",
MB131,es,"[""diary"", ""pen""]","{""diary"": ""white"", ""pen"": ""black""}","[""diary left of pen""]","[""RYNTH""]",
MB132,es,"[""sports watch"", ""smartphone""]","{""sports watch"": ""black"", ""smartphone"": ""white""}","[""sports watch left of smartphone""]","[""TRACE""]",
MB133,es,"[""massage gun"", ""charging base""]","{""massage gun"": ""black"", ""charging base"": ""white""}","[""massage gun above charging base""]","[""EASE""]",
MB134,es,"[""jar"", ""glass""]","{""jar"": ""white"", ""glass"": ""pink""}","[""jar left of glass""]","[""RENEW""]",
MB135,es,"[""thermo"", ""bag""]","{""thermo"": ""green"", ""bag"": ""brown""}","[""thermo left of bag""]","[""VOXA""]",
MB136,es,"[""bowl"", ""spoon""]","{""bowl"": ""yellow"", ""spoon"": ""silver""}","[""bowl above spoon""]","[""VIVID""]",
MB137,es,"[""sunscreen bottle"", ""beach towel""]","{""sunscreen bottle"": ""white"", ""beach towel"": ""orange""}","[""sunscreen bottle left of beach towel""]","[""SHIELD""]",
MB138,es,"[""bottle"", ""blister""]","{""bottle"": ""orange"", ""blister"": ""silver""}","[""bottle right of blister""]","[""VITAL""]",
MB139,es,"[""balance board"", ""sneakers""]","{""balance board"": ""teal"", ""sneakers"": ""white""}","[""balance board above sneakers""]","[""CORE""]",
MB140,es,"[""roller"", ""bottle""]","{""roller"": ""white"", ""bottle"": ""gold""}","[""roller left of bottle""]","[""CHILL""]",
MB141,es,"[""towel"", ""water bottle"", ""bench""]","{""towel"": ""white"", ""water bottle"": ""black"", ""bench"": ""wood""}","[""towel above of water bottle"", ""water bottle on of bench""]","[""STEAM""]",
MB142,es,"[""esterilla de acupresi\u00f3n"", ""almohada rectangular""]","{""esterilla de acupresi\u00f3n"": ""morada"", ""almohada rectangular"": ""blanca""}","[""esterilla de acupresi\u00f3n right of almohada rectangular""]","[""PRESS""]",
MB143,es,"[""nutritional bar wrapper"", ""water bottle""]","{""nutritional bar wrapper"": ""green"", ""water bottle"": ""silver""}","[""nutritional bar wrapper above water bottle""]","[""FUEL""]",
MB144,es,"[""bag"", ""shaker""]","{""bag"": ""black"", ""shaker"": ""red""}","[""bag right of shaker""]","[""MASS""]",
MB145,es,"[""tube"", ""mirror""]","{""tube"": ""white"", ""mirror"": ""gold""}","[""tube right of mirror""]","[""LUMI""]",
MB146,es,"[""elastic band"", ""yoga mat""]","{""elastic band"": ""blue"", ""yoga mat"": ""purple""}","[""elastic band below of yoga mat""]","[""EXTEND""]",
MB147,es,"[""jar"", ""lamp"", ""nightstand""]","{""jar"": ""white"", ""lamp"": ""silver"", ""nightstand"": ""dark""}","[""jar right of lamp""]","[""DRIFT""]",
MB148,es,"[""hydration vest"", ""trail running shoes""]","{""hydration vest"": ""blue"", ""trail running shoes"": ""orange""}","[""hydration vest below of trail running shoes""]","[""PACE""]",
MB149,es,"[""incense holder"", ""meditation rosary""]","{""incense holder"": ""black"", ""meditation rosary"": ""brown""}","[""incense holder right of meditation rosary""]","[""SERENE""]",
MB150,es,"[""bathtub"", ""towel""]","{""bathtub"": ""white"", ""towel"": ""blue""}","[""bathtub right of towel""]","[""POLAR""]",
MB001,ar,"[""smartwatch"", ""wireless charger""]","{""smartwatch"": ""silver"", ""wireless charger"": ""black""}","[""smartwatch left of wireless charger""]","[""ZYRA""]",
MB002,ar,"[""laptop"", ""wireless mouse"", ""desk""]","{""laptop"": ""black"", ""wireless mouse"": ""white"", ""desk"": ""gray""}","[""wireless mouse right of laptop"", ""wireless mouse above desk""]","[""KESTRA""]",
MB003,ar,"[""wireless earphones"", ""charging case""]","{""wireless earphones"": ""white"", ""charging case"": ""black""}","[""wireless earphones above charging case""]","[""APEX""]",
MB004,ar,"[""smartphone"", ""stand""]","{""smartphone"": ""black"", ""stand"": ""silver""}","[""smartphone above of stand""]","[""VOLT""]",
MB005,ar,"[""disk"", ""stylus""]","{""disk"": ""white"", ""stylus"": ""gold""}","[""disk right of stylus""]","[""PRISM""]",
MB006,ar,"[""keyboard"", ""mouse"", ""carpet""]","{""keyboard"": ""black"", ""mouse"": ""red"", ""carpet"": ""dark""}","[""mouse right of keyboard""]","[""SYNTH""]",
MB007,ar,"[""bluetooth speaker"", ""smartphone"", ""table""]","{""bluetooth speaker"": ""blue"", ""smartphone"": ""black"", ""table"": ""wooden""}","[""smartphone right of bluetooth speaker""]","[""NEXUS""]",
MB008,ar,"[""camera"", ""lens"", ""base""]","{""camera"": ""black"", ""lens"": ""silver"", ""base"": ""white""}","[""lens right of camera"", ""lens above base""]","[""KOVAL""]",
MB009,ar,"[""game controller"", ""gaming headset""]","{""game controller"": ""white"", ""gaming headset"": ""black""}","[""game controller left of gaming headset"", ""gaming headset above surface""]","[""LUNEX""]",
MB010,ar,"[""smart screen"", ""remote control""]","{""smart screen"": ""black"", ""remote control"": ""silver""}","[""remote control below smart screen""]","[""KORE""]",
MB011,ar,"[""charger"", ""usb cable""]","{""charger"": ""white"", ""usb cable"": ""red""}","[""usb cable below of charger""]","[""LUMIX""]",
MB012,ar,"[""laptop"", ""coffee cup"", ""desk""]","{""laptop"": ""silver"", ""coffee cup"": ""white"", ""desk"": ""dark wood""}","[""coffee cup right of laptop""]","[""MIRAX""]",
MB013,ar,"[""wireless earbuds"", ""smartphone""]","{""wireless earbuds"": ""white"", ""smartphone"": ""black""}","[""wireless earbuds above smartphone""]","[""NEURO""]",
MB014,ar,"[""webcam"", ""screen"", ""desk""]","{""webcam"": ""black"", ""screen"": ""white"", ""desk"": ""not specified""}","[""webcam above screen""]","[""\u0634\u0639\u0627\u0631 OPUS""]",
MB015,ar,"[""camera"", ""helmet""]","{""camera"": ""orange"", ""helmet"": ""white""}","[""camera left of helmet""]","[""PHASE""]",
MB016,ar,"[""smart speaker"", ""digital clock"", ""nightstand""]","{""smart speaker"": ""white"", ""digital clock"": ""black"", ""nightstand"": ""white""}","[""smart speaker left of digital clock""]","[""QUBIT""]",
MB017,ar,"[""headset"", ""motion controller""]","{""headset"": ""white"", ""motion controller"": ""black""}","[""headset above motion controller""]","[""RADIUS""]",
MB018,ar,"[""screen"", ""keyboard"", ""desk""]","{""screen"": ""black"", ""keyboard"": ""silver"", ""desk"": ""glass""}","[""keyboard below of screen""]","[""SPARK""]",
MB019,ar,"[""drone"", ""remote control""]","{""drone"": ""black"", ""remote control"": ""gray""}","[""drone left of remote control"", ""remote control above surface""]","[""\u0634\u0639\u0627\u0631 VORTA""]",
MB020,ar,"[""e-reader"", ""reading glasses"", ""surface""]","{""e-reader"": ""white"", ""reading glasses"": ""black"", ""surface"": ""beige""}","[""e-reader left of reading glasses""]","[""RIVOX""]",
MB021,ar,"[""usb distributor"", ""laptop"", ""desktop""]","{""usb distributor"": ""gray"", ""laptop"": ""silver"", ""desktop"": ""white""}","[""usb distributor left of laptop"", ""laptop above desktop""]","[""WAVE""]",
MB022,ar,"[""gaming headset"", ""headphone stand""]","{""gaming headset"": ""black"", ""headphone stand"": ""white""}","[""gaming headset above headphone stand""]","[""XENON""]",
MB023,ar,"[""fitness tracker"", ""smartphone""]","{""fitness tracker"": ""black"", ""smartphone"": ""white""}","[""fitness tracker left of smartphone""]","[""ZETA""]",
MB024,ar,"[""projector"", ""remote control""]","{""projector"": ""white"", ""remote control"": ""black""}","[""projector above remote control""]","[""\u0634\u0639\u0627\u0631 AXON""]",
MB025,ar,"[""smart glasses"", ""glasses case""]","{""smart glasses"": ""rose gold"", ""glasses case"": ""black""}","[""smart glasses above glasses case""]","[""BREEZE""]",
MB026,ar,"[""ssd"", ""usb cable""]","{""ssd"": ""silver"", ""usb cable"": ""blue""}","[""usb cable right of ssd""]","[""CREST""]",
MB027,ar,"[""wireless charger"", ""smartphone"", ""nightstand""]","{""wireless charger"": ""white"", ""smartphone"": ""black"", ""nightstand"": ""wooden""}","[""smartphone above wireless charger""]","[""DAWN""]",
MB028,ar,"[""smart lock"", ""door handle"", ""door""]","{""smart lock"": ""black"", ""door handle"": ""silver"", ""door"": ""white""}","[""smart lock above of door handle"", ""door handle above of door""]","[""NYRIC""]",
MB029,ar,"[""router"", ""ethernet cable""]","{""router"": ""white"", ""ethernet cable"": ""yellow""}","[""ethernet cable below of router""]","[""FUSE""]",
MB030,ar,"[""gaming mouse"", ""mouse pad""]","{""gaming mouse"": ""black"", ""mouse pad"": ""red""}","[""gaming mouse on mouse pad""]","[""GRID""]",
MB031,ar,"[""juice bottle"", ""ceramic cup""]","{""juice bottle"": ""orange"", ""ceramic cup"": ""white""}","[""juice bottle left of ceramic cup""]","[""ZEST""]",
MB032,ar,"[""coffee bag"", ""espresso cup"", ""wooden table""]","{""coffee bag"": ""brown"", ""espresso cup"": ""black"", ""wooden table"": ""brown""}","[""coffee bag above espresso cup"", ""espresso cup on wooden table""]","[""PURE""]",
MB033,ar,"[""cereal box"", ""milk carton""]","{""cereal box"": ""yellow"", ""milk carton"": ""white""}","[""cereal box left of milk carton""]","[""BLOOM""]",
MB034,ar,"[""bottle"", ""cutting board"", ""table""]","{""bottle"": ""red"", ""cutting board"": ""brown"", ""table"": ""rustic""}","[""bottle right of cutting board""]","[""GROVE""]",
MB035,ar,"[""wine bottle"", ""grape bunch""]","{""wine bottle"": ""green"", ""grape bunch"": ""purple""}","[""wine bottle right of grape bunch""]","[""FRESH""]",
MB036,ar,"[""tea box"", ""ceramic cup"", ""small plate""]","{""tea box"": ""blue green"", ""ceramic cup"": ""white"", ""small plate"": ""white""}","[""tea box above ceramic cup"", ""ceramic cup above small plate""]","[""CRISP""]",
MB037,ar,"[""energy drink can"", ""dumbbell""]","{""energy drink can"": ""black"", ""dumbbell"": ""silver""}","[""energy drink can left of dumbbell""]","[""BOLD""]",
MB038,ar,"[""water bottle"", ""lemon slice"", ""marble surface""]","{""water bottle"": ""blue"", ""lemon slice"": ""yellow"", ""marble surface"": ""white""}","[""water bottle above lemon slice"", ""lemon slice above marble surface""]","[""MIST""]",
MB039,ar,"[""yogurt bowl"", ""strawberry""]","{""yogurt bowl"": ""white"", ""strawberry"": ""red""}","[""yogurt bowl left of strawberry""]","[""GLOW""]",
MB040,ar,"[""box"", ""cup""]","{""box"": ""red"", ""cup"": ""white""}","[""box right of cup""]","[""PETAL""]",
MB041,ar,"[""soda can"", ""ice bucket""]","{""soda can"": ""blue"", ""ice bucket"": ""silver""}","[""soda can left of ice bucket""]","[""QUENCH""]",
MB042,ar,"[""container"", ""shaker bottle""]","{""container"": ""black"", ""shaker bottle"": ""white""}","[""container left of shaker bottle""]","[""RIPPLE""]",
MB043,ar,"[""bottle"", ""garlic""]","{""bottle"": ""green"", ""garlic"": ""white""}","[""bottle above garlic""]","[""SWAY""]",
MB044,ar,"[""granola"", ""banana""]","{""granola"": ""brown"", ""banana"": ""yellow""}","[""granola left of banana""]","[""TEMPO""]",
MB045,ar,"[""coffee bottle"", ""metal straw""]","{""coffee bottle"": ""brown"", ""metal straw"": ""silver""}","[""coffee bottle left of metal straw""]","[""\u0643\u0648\u0644\u062f \u0628\u0631\u0648"", ""\u0623\u0648\u0645\u0628\u0631""]",
MB046,ar,"[""water bottle"", ""lemon""]","{""water bottle"": ""blue"", ""lemon"": ""green""}","[""water bottle left of lemon"", ""lemon above marble""]","[""VERDE""]",
MB047,ar,"[""honey jar"", ""slice of toast"", ""wooden board""]","{""honey jar"": ""amber"", ""slice of toast"": ""brown"", ""wooden board"": ""brown""}","[""honey jar above slice of toast""]","[""WARM""]",
MB048,ar,"[""smoothie bottle"", ""fresh raspberry""]","{""smoothie bottle"": ""purple"", ""fresh raspberry"": ""red""}","[""smoothie bottle left of fresh raspberry""]","[""XTRA""]",
MB049,ar,"[""glass teapot"", ""bamboo leg""]","{""glass teapot"": ""white"", ""bamboo leg"": ""green""}","[""glass teapot right of bamboo leg""]","[""YUMA""]",
MB050,ar,"[""chocolate""]","{""chocolate"": ""dark brown""}","[""chocolate above of black marble""]","[""ZEAL""]",
MB051,ar,"[""juice box"", ""straw""]","{""juice box"": ""orange"", ""straw"": ""brown""}","[""juice box right of straw""]","[""AMBER""]",
MB052,ar,"[""bowl"", ""almond butter"", ""bread"", ""surface""]","{""bowl"": ""brown"", ""almond butter"": ""brown"", ""bread"": ""white"", ""surface"": ""light blue""}","[""bowl above of bread""]","[""BRISK""]",
MB053,ar,"[""bottle"", ""ginger root""]","{""bottle"": ""brown"", ""ginger root"": ""yellow""}","[""bottle right of ginger root""]","[""COVE""]",
MB054,ar,"[""water bottle"", ""mint branch"", ""marble surface""]","{""water bottle"": ""blue"", ""mint branch"": ""green"", ""marble surface"": ""white""}","[""water bottle above mint branch"", ""mint branch above marble surface""]","[""DRIP""]",
MB055,ar,"[""matcha box"", ""bamboo whisk"", ""ceramic surface""]","{""matcha box"": ""green"", ""bamboo whisk"": ""brown"", ""ceramic surface"": ""white""}","[""matcha box right of bamboo whisk""]","[""ELIXIR""]",
MB056,ar,"[""oat milk carton"", ""ceramic bowl""]","{""oat milk carton"": ""white"", ""ceramic bowl"": ""brown""}","[""oat milk carton right of ceramic bowl""]","[""FERN""]",
MB057,ar,"[""box"", ""coconut""]","{""box"": ""white"", ""coconut"": ""brown""}","[""box right of coconut""]","[""GUSTO""]",
MB058,ar,"[""bottle"", ""turmeric root""]","{""bottle"": ""yellow"", ""turmeric root"": ""orange""}","[""bottle above turmeric root""]","[""HERBA""]",
MB059,ar,"[""bottle"", ""grape"", ""marble""]","{""bottle"": ""purple"", ""grape"": ""green"", ""marble"": ""white""}","[""bottle right of grape"", ""grape above marble""]","[""INFUSE""]",
MB060,ar,"[""juice bottle"", ""carrot""]","{""juice bottle"": ""green"", ""carrot"": ""orange""}","[""juice bottle below carrot""]","[""JUVO""]",
MB061,ar,"[""sneaker"", ""box""]","{""sneaker"": ""white"", ""box"": ""red""}","[""sneaker above box""]","[""MODE""]",
MB062,ar,"[""jacket"", ""hanger""]","{""jacket"": ""black"", ""hanger"": ""brown""}","[""jacket above of hanger""]","[""LUXE""]",
MB063,ar,"[""handbag"", ""sunglasses""]","{""handbag"": ""light brown"", ""sunglasses"": ""black""}","[""handbag left of sunglasses""]","[""FORM""]",
MB064,ar,"[""watch"", ""box""]","{""watch"": ""gold"", ""box"": ""black""}","[""watch above box""]","[""GRACE""]",
MB065,ar,"[""sunglasses"", ""case""]","{""sunglasses"": ""brown speckled"", ""case"": ""black""}","[""sunglasses above case""]","[""HAVEN""]",
MB066,ar,"[""shoe"", ""sock""]","{""shoe"": ""blue"", ""sock"": ""white""}","[""shoe left of sock""]","[""INKE""]",
MB067,ar,"[""jacket"", ""bag""]","{""jacket"": ""blue"", ""bag"": ""white""}","[""jacket above bag""]","[""JOIE""]",
MB068,ar,"[""handbag"", ""scarf""]","{""handbag"": ""brown"", ""scarf"": ""red""}","[""handbag left of scarf""]","[""KEEN""]",
MB069,ar,"[""shoe"", ""skateboard""]","{""shoe"": ""white"", ""skateboard"": ""red""}","[""shoe above skateboard""]","[""LACE""]",
MB070,ar,"[""sports bra"", ""yoga mat""]","{""sports bra"": ""pink"", ""yoga mat"": ""purple""}","[""sports bra above yoga mat""]","[""MAUVE""]",
MB071,ar,"[""cap"", ""shirt""]","{""cap"": ""black"", ""shirt"": ""white""}","[""cap above shirt""]","[""NOIR""]",
MB072,ar,"[""shoe"", ""belt""]","{""shoe"": ""black"", ""belt"": ""brown""}","[""shoe left of belt""]","[""ONYX""]",
MB073,ar,"[""raincoat"", ""umbrella""]","{""raincoat"": ""yellow"", ""umbrella"": ""black""}","[""raincoat above umbrella""]","[""POISE""]",
MB074,ar,"[""sweater"", ""scarf"", ""surface""]","{""sweater"": ""gray"", ""scarf"": ""white"", ""surface"": ""light wood""}","[""sweater above scarf""]","[""RIVE""]",
MB075,ar,"[""swimwear"", ""sunscreen bottle""]","{""swimwear"": ""orange"", ""sunscreen bottle"": ""white""}","[""swimwear left of sunscreen bottle""]","[""SILK""]",
